Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes,SedentaryMinutes,Key,TotalMinutesAsleep,TotalTimeInBed
1503960366,12/4/2016,13162,1985,25,728,15039603662016-12-4,0,0
1503960366,4/13/2016,10735,1797,21,776,15039603662016-4-13,384,407
1503960366,4/14/2016,10460,1776,30,1218,15039603662016-4-14,0,0
1503960366,4/15/2016,9762,1745,29,726,15039603662016-4-15,412,442
1503960366,4/16/2016,12669,1863,36,773,15039603662016-4-16,340,367
1503960366,4/17/2016,9705,1728,38,539,15039603662016-4-17,700,712
1503960366,4/18/2016,13019,1921,42,1149,15039603662016-4-18,0,0
1503960366,4/19/2016,15506,2035,50,775,15039603662016-4-19,304,320
1503960366,4/20/2016,10544,1786,28,818,15039603662016-4-20,360,377
1503960366,4/21/2016,9819,1775,19,838,15039603662016-4-21,325,364
1503960366,4/22/2016,12764,1827,66,1217,15039603662016-4-22,0,0
1503960366,4/23/2016,14371,1949,41,732,15039603662016-4-23,361,384
1503960366,4/24/2016,10039,1788,39,709,15039603662016-4-24,430,449
1503960366,4/25/2016,15355,2013,73,814,15039603662016-4-25,277,323
1503960366,4/26/2016,13755,1970,31,833,15039603662016-4-26,245,274
1503960366,4/27/2016,18134,2159,78,1108,15039603662016-4-27,0,0
1503960366,4/28/2016,13154,1898,48,782,15039603662016-4-28,366,393
1503960366,4/29/2016,11181,1837,16,815,15039603662016-4-29,341,354
1503960366,4/30/2016,14673,1947,52,712,15039603662016-4-30,404,425
1503960366,1/5/2016,10602,1820,33,730,15039603662016-1-5,0,0
1503960366,2/5/2016,14727,2004,41,798,15039603662016-2-5,0,0
1503960366,3/5/2016,15103,1990,50,816,15039603662016-3-5,0,0
1503960366,4/5/2016,11100,1819,36,1179,15039603662016-4-5,0,0
1503960366,5/5/2016,14070,1959,45,857,15039603662016-5-5,247,264
1503960366,6/5/2016,12159,1896,24,754,15039603662016-6-5,0,0
1503960366,7/5/2016,11992,1821,37,833,15039603662016-7-5,0,0
1503960366,8/5/2016,10060,1740,44,574,15039603662016-8-5,0,0
1503960366,9/5/2016,12022,1819,46,835,15039603662016-9-5,0,0
1503960366,10/5/2016,12207,1859,46,746,15039603662016-10-5,0,0
1503960366,11/5/2016,12770,1783,36,669,15039603662016-11-5,0,0
1503960366,12/5/2016,0,0,0,1440,15039603662016-12-5,0,0
1624580081,12/4/2016,8163,1432,0,1294,16245800812016-12-4,0,0
1624580081,4/13/2016,7007,1411,0,1292,16245800812016-4-13,0,0
1624580081,4/14/2016,9107,1572,0,1204,16245800812016-4-14,0,0
1624580081,4/15/2016,1510,1344,0,1344,16245800812016-4-15,0,0
1624580081,4/16/2016,5370,1463,0,1264,16245800812016-4-16,0,0
1624580081,4/17/2016,6175,1554,15,1276,16245800812016-4-17,0,0
1624580081,4/18/2016,10536,1604,17,1214,16245800812016-4-18,0,0
1624580081,4/19/2016,2916,1435,0,1299,16245800812016-4-19,0,0
1624580081,4/20/2016,4974,1446,0,1289,16245800812016-4-20,0,0
1624580081,4/21/2016,6349,1467,0,1254,16245800812016-4-21,0,0
1624580081,4/22/2016,4026,1470,0,1241,16245800812016-4-22,0,0
1624580081,4/23/2016,8538,1562,0,1213,16245800812016-4-23,0,0
1624580081,4/24/2016,6076,1617,16,1221,16245800812016-4-24,0,0
1624580081,4/25/2016,6497,1492,0,1238,16245800812016-4-25,0,0
1624580081,4/26/2016,2826,1402,0,1300,16245800812016-4-26,0,0
1624580081,4/27/2016,8367,1670,17,1233,16245800812016-4-27,0,0
1624580081,4/28/2016,2759,1401,0,1320,16245800812016-4-28,0,0
1624580081,4/29/2016,2390,1404,0,1290,16245800812016-4-29,0,0
1624580081,4/30/2016,6474,1655,11,1182,16245800812016-4-30,0,0
1624580081,1/5/2016,36019,2690,186,1020,16245800812016-1-5,0,0
1624580081,2/5/2016,7155,1497,7,1261,16245800812016-2-5,0,0
1624580081,3/5/2016,2100,1334,0,1344,16245800812016-3-5,0,0
1624580081,4/5/2016,2193,1368,0,1322,16245800812016-4-5,0,0
1624580081,5/5/2016,2470,1370,0,1323,16245800812016-5-5,0,0
1624580081,6/5/2016,1727,1341,0,1338,16245800812016-6-5,0,0
1624580081,7/5/2016,2104,1474,0,1258,16245800812016-7-5,0,0
1624580081,8/5/2016,3427,1427,0,1288,16245800812016-8-5,0,0
1624580081,9/5/2016,1732,1328,0,1349,16245800812016-9-5,0,0
1624580081,10/5/2016,2969,1393,0,1301,16245800812016-10-5,0,0
1624580081,11/5/2016,3134,1359,0,1328,16245800812016-11-5,0,0
1624580081,12/5/2016,2971,1002,0,890,16245800812016-12-5,0,0
1644430081,12/4/2016,10694,3199,2,1131,16444300812016-12-4,0,0
1644430081,4/13/2016,8001,2902,30,1259,16444300812016-4-13,0,0
1644430081,4/14/2016,11037,3226,5,1125,16444300812016-4-14,0,0
1644430081,4/15/2016,5263,2750,3,1263,16444300812016-4-15,0,0
1644430081,4/16/2016,15300,3493,51,1135,16444300812016-4-16,0,0
1644430081,4/17/2016,8757,3011,29,1212,16444300812016-4-17,0,0
1644430081,4/18/2016,7132,2806,15,1271,16444300812016-4-18,0,0
1644430081,4/19/2016,11256,3300,5,1099,16444300812016-4-19,0,0
1644430081,4/20/2016,2436,2430,0,1315,16444300812016-4-20,0,0
1644430081,4/21/2016,1223,2140,0,1402,16444300812016-4-21,0,0
1644430081,4/22/2016,3673,2344,0,1354,16444300812016-4-22,0,0
1644430081,4/23/2016,6637,2677,0,1265,16444300812016-4-23,0,0
1644430081,4/24/2016,3321,2413,0,1351,16444300812016-4-24,0,0
1644430081,4/25/2016,3580,2497,8,1337,16444300812016-4-25,0,0
1644430081,4/26/2016,9919,3123,11,1165,16444300812016-4-26,0,0
1644430081,4/27/2016,3032,2489,0,1322,16444300812016-4-27,0,0
1644430081,4/28/2016,9405,3108,3,1157,16444300812016-4-28,0,0
1644430081,4/29/2016,3176,2498,0,1193,16444300812016-4-29,119,127
1644430081,4/30/2016,18213,3846,9,816,16444300812016-4-30,124,142
1644430081,1/5/2016,6132,2696,3,908,16444300812016-1-5,0,0
1644430081,2/5/2016,3758,2580,1,682,16444300812016-2-5,0,0
1644430081,3/5/2016,12850,3324,10,1115,16444300812016-3-5,0,0
1644430081,4/5/2016,2309,2222,0,1388,16444300812016-4-5,0,0
1644430081,5/5/2016,4363,2463,6,1341,16444300812016-5-5,0,0
1644430081,6/5/2016,9787,3328,11,1054,16444300812016-6-5,0,0
1644430081,7/5/2016,13372,3404,41,1139,16444300812016-7-5,0,0
1644430081,8/5/2016,6724,2987,0,991,16444300812016-8-5,0,0
1644430081,9/5/2016,6643,3008,32,1099,16444300812016-9-5,0,0
1644430081,10/5/2016,9167,2799,12,1254,16444300812016-10-5,0,0
1644430081,11/5/2016,1329,1276,0,713,16444300812016-11-5,0,0
1844505072,12/4/2016,6697,2030,0,1101,18445050722016-12-4,0,0
1844505072,4/13/2016,4929,1860,0,1192,18445050722016-4-13,0,0
1844505072,4/14/2016,7937,2130,0,843,18445050722016-4-14,0,0
1844505072,4/15/2016,3844,1725,0,527,18445050722016-4-15,644,961
1844505072,4/16/2016,3414,1657,0,1293,18445050722016-4-16,0,0
1844505072,4/17/2016,4525,1793,2,1231,18445050722016-4-17,0,0
1844505072,4/18/2016,4597,1814,0,1211,18445050722016-4-18,0,0
1844505072,4/19/2016,197,1366,0,1430,18445050722016-4-19,0,0
1844505072,4/20/2016,8,1349,0,1439,18445050722016-4-20,0,0
1844505072,4/21/2016,8054,2062,2,1117,18445050722016-4-21,0,0
1844505072,4/22/2016,5372,1827,0,1220,18445050722016-4-22,0,0
1844505072,4/23/2016,3570,1645,0,1301,18445050722016-4-23,0,0
1844505072,4/24/2016,0,1347,0,1440,18445050722016-4-24,0,0
1844505072,4/25/2016,0,1347,0,1440,18445050722016-4-25,0,0
1844505072,4/26/2016,0,1347,0,1440,18445050722016-4-26,0,0
1844505072,4/27/2016,4,1348,0,1439,18445050722016-4-27,0,0
1844505072,4/28/2016,6907,1992,0,1138,18445050722016-4-28,0,0
1844505072,4/29/2016,4920,1856,0,1082,18445050722016-4-29,0,0
1844505072,4/30/2016,4014,1763,0,218,18445050722016-4-30,722,961
1844505072,1/5/2016,2573,1541,0,585,18445050722016-1-5,0,0
1844505072,2/5/2016,0,1348,0,1440,18445050722016-2-5,0,0
1844505072,3/5/2016,4059,1742,0,1256,18445050722016-3-5,0,0
1844505072,4/5/2016,2080,1549,0,1353,18445050722016-4-5,0,0
1844505072,5/5/2016,2237,1589,0,1320,18445050722016-5-5,0,0
1844505072,6/5/2016,44,1351,0,1438,18445050722016-6-5,0,0
1844505072,7/5/2016,0,1347,0,1440,18445050722016-7-5,0,0
1844505072,8/5/2016,0,1347,0,1440,18445050722016-8-5,0,0
1844505072,9/5/2016,0,1347,0,1440,18445050722016-9-5,0,0
1844505072,10/5/2016,0,1347,0,1440,18445050722016-10-5,0,0
1844505072,11/5/2016,0,1347,0,1440,18445050722016-11-5,0,0
1844505072,12/5/2016,0,665,0,711,18445050722016-12-5,0,0
1927972279,12/4/2016,678,2220,0,734,19279722792016-12-4,0,0
1927972279,4/13/2016,356,2151,0,986,19279722792016-4-13,398,422
1927972279,4/14/2016,2163,2383,0,1292,19279722792016-4-14,0,0
1927972279,4/15/2016,980,2221,0,941,19279722792016-4-15,475,499
1927972279,4/16/2016,0,2064,0,1440,19279722792016-4-16,0,0
1927972279,4/17/2016,0,2063,0,1440,19279722792016-4-17,0,0
1927972279,4/18/2016,244,2111,0,1423,19279722792016-4-18,0,0
1927972279,4/19/2016,0,2063,0,1440,19279722792016-4-19,0,0
1927972279,4/20/2016,0,2063,0,1440,19279722792016-4-20,0,0
1927972279,4/21/2016,0,2064,0,1440,19279722792016-4-21,0,0
1927972279,4/22/2016,149,2093,0,1430,19279722792016-4-22,0,0
1927972279,4/23/2016,2945,2499,0,1295,19279722792016-4-23,0,0
1927972279,4/24/2016,2090,2324,1,1358,19279722792016-4-24,0,0
1927972279,4/25/2016,152,2100,0,1303,19279722792016-4-25,0,0
1927972279,4/26/2016,3761,2638,0,1058,19279722792016-4-26,296,315
1927972279,4/27/2016,0,2063,0,1440,19279722792016-4-27,0,0
1927972279,4/28/2016,1675,2351,0,1167,19279722792016-4-28,166,178
1927972279,4/29/2016,0,2063,0,1440,19279722792016-4-29,0,0
1927972279,4/30/2016,0,2064,0,1440,19279722792016-4-30,0,0
1927972279,1/5/2016,2704,2411,14,1355,19279722792016-1-5,0,0
1927972279,2/5/2016,3790,2505,16,1322,19279722792016-2-5,0,0
1927972279,3/5/2016,1326,2195,10,1413,19279722792016-3-5,0,0
1927972279,4/5/2016,1786,2338,0,1353,19279722792016-4-5,0,0
1927972279,5/5/2016,0,2063,0,1440,19279722792016-5-5,0,0
1927972279,6/5/2016,2091,2383,0,1332,19279722792016-6-5,0,0
1927972279,7/5/2016,1510,2229,0,1392,19279722792016-7-5,0,0
1927972279,8/5/2016,0,2063,0,1440,19279722792016-8-5,0,0
1927972279,9/5/2016,0,2063,0,1440,19279722792016-9-5,0,0
1927972279,10/5/2016,0,2063,0,1440,19279722792016-10-5,0,0
1927972279,11/5/2016,0,2063,0,1440,19279722792016-11-5,0,0
1927972279,12/5/2016,0,1383,0,966,19279722792016-12-5,0,0
2022484408,12/4/2016,11875,2390,42,1157,20224844082016-12-4,0,0
2022484408,4/13/2016,12024,2601,43,1100,20224844082016-4-13,0,0
2022484408,4/14/2016,10690,2312,32,1148,20224844082016-4-14,0,0
2022484408,4/15/2016,11034,2525,27,1122,20224844082016-4-15,0,0
2022484408,4/16/2016,10100,2177,41,1237,20224844082016-4-16,0,0
2022484408,4/17/2016,15112,2782,28,1052,20224844082016-4-17,0,0
2022484408,4/18/2016,14131,2770,48,1078,20224844082016-4-18,0,0
2022484408,4/19/2016,11548,2489,31,1152,20224844082016-4-19,0,0
2022484408,4/20/2016,15112,2897,48,1053,20224844082016-4-20,0,0
2022484408,4/21/2016,12453,3158,104,1028,20224844082016-4-21,0,0
2022484408,4/22/2016,12954,2638,52,1105,20224844082016-4-22,0,0
2022484408,4/23/2016,6001,2069,0,1191,20224844082016-4-23,0,0
2022484408,4/24/2016,13481,2529,37,1161,20224844082016-4-24,0,0
2022484408,4/25/2016,11369,2470,44,1171,20224844082016-4-25,0,0
2022484408,4/26/2016,10119,2793,55,1086,20224844082016-4-26,0,0
2022484408,4/27/2016,10159,2463,19,1119,20224844082016-4-27,0,0
2022484408,4/28/2016,10140,2296,6,1123,20224844082016-4-28,0,0
2022484408,4/29/2016,10245,2611,21,1098,20224844082016-4-29,0,0
2022484408,4/30/2016,18387,2732,13,1043,20224844082016-4-30,0,0
2022484408,1/5/2016,10538,2380,25,1142,20224844082016-1-5,0,0
2022484408,2/5/2016,10379,2473,36,1119,20224844082016-2-5,0,0
2022484408,3/5/2016,12183,2752,72,1104,20224844082016-3-5,0,0
2022484408,4/5/2016,11768,2649,36,1105,20224844082016-4-5,0,0
2022484408,5/5/2016,11895,2609,55,1112,20224844082016-5-5,0,0
2022484408,6/5/2016,10227,2498,24,1104,20224844082016-6-5,0,0
2022484408,7/5/2016,6708,1995,20,1269,20224844082016-7-5,0,0
2022484408,8/5/2016,3292,1848,0,1305,20224844082016-8-5,0,0
2022484408,9/5/2016,13379,2709,35,1061,20224844082016-9-5,0,0
2022484408,10/5/2016,12798,2797,57,1084,20224844082016-10-5,0,0
2022484408,11/5/2016,13272,2544,58,1133,20224844082016-11-5,0,0
2022484408,12/5/2016,9117,1853,16,728,20224844082016-12-5,0,0
2026352035,12/4/2016,4414,1459,3,706,20263520352016-12-4,0,0
2026352035,4/13/2016,4993,1521,0,663,20263520352016-4-13,531,565
2026352035,4/14/2016,3335,1431,0,653,20263520352016-4-14,545,568
2026352035,4/15/2016,3821,1444,0,687,20263520352016-4-15,523,573
2026352035,4/16/2016,2547,1373,0,728,20263520352016-4-16,524,567
2026352035,4/17/2016,838,1214,0,1053,20263520352016-4-17,437,498
2026352035,4/18/2016,3325,1419,0,1062,20263520352016-4-18,0,0
2026352035,4/19/2016,2424,1356,0,785,20263520352016-4-19,498,540
2026352035,4/20/2016,7222,1667,0,623,20263520352016-4-20,461,510
2026352035,4/21/2016,2467,1370,0,749,20263520352016-4-21,477,514
2026352035,4/22/2016,2915,1399,0,712,20263520352016-4-22,520,545
2026352035,4/23/2016,12357,1916,0,458,20263520352016-4-23,522,554
2026352035,4/24/2016,3490,1401,0,704,20263520352016-4-24,555,591
2026352035,4/25/2016,6017,1576,0,821,20263520352016-4-25,506,531
2026352035,4/26/2016,5933,1595,0,1018,20263520352016-4-26,0,0
2026352035,4/27/2016,6088,1593,0,586,20263520352016-4-27,508,545
2026352035,4/28/2016,6375,1649,0,626,20263520352016-4-28,513,545
2026352035,4/29/2016,7604,1692,0,492,20263520352016-4-29,490,510
2026352035,4/30/2016,4729,1506,0,594,20263520352016-4-30,573,607
2026352035,1/5/2016,3609,1447,0,716,20263520352016-1-5,0,0
2026352035,2/5/2016,7018,1690,0,716,20263520352016-2-5,0,0
2026352035,3/5/2016,5992,1604,0,981,20263520352016-3-5,0,0
2026352035,4/5/2016,6564,1658,0,530,20263520352016-4-5,0,0
2026352035,5/5/2016,12167,1926,0,479,20263520352016-5-5,468,485
2026352035,6/5/2016,8198,1736,0,511,20263520352016-6-5,0,0
2026352035,7/5/2016,4193,1491,0,665,20263520352016-7-5,0,0
2026352035,8/5/2016,5528,1555,0,610,20263520352016-8-5,0,0
2026352035,9/5/2016,10685,1869,0,543,20263520352016-9-5,0,0
2026352035,10/5/2016,254,1141,0,1002,20263520352016-10-5,0,0
2026352035,11/5/2016,8580,1698,0,569,20263520352016-11-5,0,0
2026352035,12/5/2016,8891,1364,0,330,20263520352016-12-5,0,0
2320127002,12/4/2016,10725,2124,13,1112,23201270022016-12-4,0,0
2320127002,4/13/2016,7275,2003,0,1105,23201270022016-4-13,0,0
2320127002,4/14/2016,3973,1696,0,1249,23201270022016-4-14,0,0
2320127002,4/15/2016,5205,1801,0,1195,23201270022016-4-15,0,0
2320127002,4/16/2016,5057,1724,0,1245,23201270022016-4-16,0,0
2320127002,4/17/2016,6198,1852,0,1191,23201270022016-4-17,0,0
2320127002,4/18/2016,6559,1905,0,1173,23201270022016-4-18,0,0
2320127002,4/19/2016,5997,1811,0,1201,23201270022016-4-19,0,0
2320127002,4/20/2016,7192,1922,0,1146,23201270022016-4-20,0,0
2320127002,4/21/2016,3404,1610,1,1302,23201270022016-4-21,0,0
2320127002,4/22/2016,5583,1851,0,1174,23201270022016-4-22,0,0
2320127002,4/23/2016,5079,1804,0,1129,23201270022016-4-23,61,69
2320127002,4/24/2016,4165,1725,0,1236,23201270022016-4-24,0,0
2320127002,4/25/2016,3588,1654,3,1280,23201270022016-4-25,0,0
2320127002,4/26/2016,3409,1632,0,1293,23201270022016-4-26,0,0
2320127002,4/27/2016,1715,1481,0,1358,23201270022016-4-27,0,0
2320127002,4/28/2016,1532,1473,0,1364,23201270022016-4-28,0,0
2320127002,4/29/2016,924,1410,0,1395,23201270022016-4-29,0,0
2320127002,4/30/2016,4571,1779,0,1206,23201270022016-4-30,0,0
2320127002,1/5/2016,772,1403,0,1400,23201270022016-1-5,0,0
2320127002,2/5/2016,3634,1613,5,1306,23201270022016-2-5,0,0
2320127002,3/5/2016,7443,1878,20,1204,23201270022016-3-5,0,0
2320127002,4/5/2016,1201,1426,0,1388,23201270022016-4-5,0,0
2320127002,5/5/2016,5202,1780,0,1206,23201270022016-5-5,0,0
2320127002,6/5/2016,4878,1742,0,1236,23201270022016-6-5,0,0
2320127002,7/5/2016,7379,1972,0,1121,23201270022016-7-5,0,0
2320127002,8/5/2016,5161,1821,0,1193,23201270022016-8-5,0,0
2320127002,9/5/2016,3090,1630,0,1295,23201270022016-9-5,0,0
2320127002,10/5/2016,6227,1899,0,1150,23201270022016-10-5,0,0
2320127002,11/5/2016,6424,1903,0,1140,23201270022016-11-5,0,0
2320127002,12/5/2016,2661,1125,0,830,23201270022016-12-5,0,0
2347167796,12/4/2016,10113,2344,28,964,23471677962016-12-4,0,0
2347167796,4/13/2016,10352,2038,19,676,23471677962016-4-13,467,531
2347167796,4/14/2016,10129,2010,1,705,23471677962016-4-14,445,489
2347167796,4/15/2016,10465,2133,1,720,23471677962016-4-15,452,504
2347167796,4/16/2016,22244,2670,66,968,23471677962016-4-16,0,0
2347167796,4/17/2016,5472,1882,1,508,23471677962016-4-17,556,602
2347167796,4/18/2016,8247,1944,11,678,23471677962016-4-18,500,557
2347167796,4/19/2016,6711,2346,0,648,23471677962016-4-19,465,514
2347167796,4/20/2016,10999,2198,11,1011,23471677962016-4-20,0,0
2347167796,4/21/2016,10080,2048,23,761,23471677962016-4-21,460,484
2347167796,4/22/2016,7804,1946,9,781,23471677962016-4-22,405,461
2347167796,4/23/2016,16901,2629,32,591,23471677962016-4-23,374,386
2347167796,4/24/2016,9471,2187,0,584,23471677962016-4-24,442,459
2347167796,4/25/2016,9482,2095,15,653,23471677962016-4-25,433,471
2347167796,4/26/2016,5980,1861,0,732,23471677962016-4-26,436,490
2347167796,4/27/2016,11423,2194,26,623,23471677962016-4-27,448,499
2347167796,4/28/2016,5439,1854,0,764,23471677962016-4-28,408,450
2347167796,4/29/2016,42,403,0,2,23471677962016-4-29,411,473
2873212765,12/4/2016,8796,1982,2,1061,28732127652016-12-4,0,0
2873212765,4/13/2016,7618,2004,0,1028,28732127652016-4-13,0,0
2873212765,4/14/2016,7910,1893,0,1109,28732127652016-4-14,0,0
2873212765,4/15/2016,8482,2063,0,992,28732127652016-4-15,0,0
2873212765,4/16/2016,9685,2148,47,1087,28732127652016-4-16,0,0
2873212765,4/17/2016,2524,1529,0,1272,28732127652016-4-17,0,0
2873212765,4/18/2016,7762,1890,1,1122,28732127652016-4-18,0,0
2873212765,4/19/2016,7948,1956,0,1051,28732127652016-4-19,0,0
2873212765,4/20/2016,9202,2094,22,1035,28732127652016-4-20,0,0
2873212765,4/21/2016,8859,1970,2,1057,28732127652016-4-21,0,0
2873212765,4/22/2016,7286,2241,46,1028,28732127652016-4-22,0,0
2873212765,4/23/2016,9317,2021,28,1077,28732127652016-4-23,0,0
2873212765,4/24/2016,6873,1898,46,1203,28732127652016-4-24,0,0
2873212765,4/25/2016,7373,1907,0,1081,28732127652016-4-25,0,0
2873212765,4/26/2016,8242,1882,2,1124,28732127652016-4-26,0,0
2873212765,4/27/2016,3516,1966,46,1197,28732127652016-4-27,0,0
2873212765,4/28/2016,7913,1835,28,1192,28732127652016-4-28,0,0
2873212765,4/29/2016,7365,1780,20,1191,28732127652016-4-29,0,0
2873212765,4/30/2016,8452,1830,5,1167,28732127652016-4-30,0,0
2873212765,1/5/2016,7399,1739,7,1219,28732127652016-1-5,0,0
2873212765,2/5/2016,7525,1878,0,1099,28732127652016-2-5,0,0
2873212765,3/5/2016,7412,1906,1,1070,28732127652016-3-5,0,0
2873212765,4/5/2016,8278,2015,0,1020,28732127652016-4-5,0,0
2873212765,5/5/2016,8314,1971,13,1093,28732127652016-5-5,0,0
2873212765,6/5/2016,7063,1910,0,1065,28732127652016-6-5,0,0
2873212765,7/5/2016,4940,1897,75,1302,28732127652016-7-5,0,0
2873212765,8/5/2016,8168,2096,46,1068,28732127652016-8-5,0,0
2873212765,9/5/2016,7726,1906,0,1095,28732127652016-9-5,0,0
2873212765,10/5/2016,8275,1962,0,1067,28732127652016-10-5,0,0
2873212765,11/5/2016,6440,1826,0,1121,28732127652016-11-5,0,0
2873212765,12/5/2016,7566,1431,0,720,28732127652016-12-5,0,0
3372868164,12/4/2016,4747,1788,0,1160,33728681642016-12-4,0,0
3372868164,4/13/2016,9715,2093,16,1045,33728681642016-4-13,0,0
3372868164,4/14/2016,8844,2065,6,1039,33728681642016-4-14,0,0
3372868164,4/15/2016,7451,1908,0,1105,33728681642016-4-15,0,0
3372868164,4/16/2016,6905,1908,0,1084,33728681642016-4-16,0,0
3372868164,4/17/2016,8199,1964,11,1105,33728681642016-4-17,0,0
3372868164,4/18/2016,6798,2014,20,1070,33728681642016-4-18,0,0
3372868164,4/19/2016,7711,1985,0,1064,33728681642016-4-19,0,0
3372868164,4/20/2016,4880,1867,15,1148,33728681642016-4-20,0,0
3372868164,4/21/2016,8857,2124,18,1037,33728681642016-4-21,0,0
3372868164,4/22/2016,3843,1669,0,1234,33728681642016-4-22,0,0
3372868164,4/23/2016,7396,1995,20,1115,33728681642016-4-23,0,0
3372868164,4/24/2016,6731,1921,14,1127,33728681642016-4-24,0,0
3372868164,4/25/2016,5995,2010,0,1024,33728681642016-4-25,0,0
3372868164,4/26/2016,8283,2057,22,1083,33728681642016-4-26,0,0
3372868164,4/27/2016,7904,2095,24,1057,33728681642016-4-27,0,0
3372868164,4/28/2016,5512,1972,0,1055,33728681642016-4-28,0,0
3372868164,4/29/2016,9135,2044,0,1038,33728681642016-4-29,0,0
